year,origin_location_code,asylum_location_code,population_group,population
2007,AFG,CHE,ASY,753
2007,AFG,CHE,REF,3988
2007,AFG,CHL,REF,51
2007,AFG,CHN,REF,21
2007,AFG,CIV,REF,42
2007,AFG,CYP,ASY,107
2007,AFG,CYP,REF,5
2007,AFG,CZE,ASY,16
2007,AFG,CZE,REF,242
2007,AFG,DEU,ASY,2223
2007,AFG,DEU,REF,24236
2007,AFG,DNK,ASY,58
2007,AFG,DNK,REF,5378
2007,AFG,ECU,ASY,65
2007,AFG,ECU,REF,212
2007,AFG,EGY,REF,84
2007,AFG,ESP,REF,69
2007,AFG,EST,REF,18
2007,AFG,FIN,ASY,44
2007,AFG,FIN,REF,517
2007,AFG,FRA,REF,2546
2007,AFG,GBR,REF,23565
2007,AFG,GEO,REF,15
2007,AFG,GRC,ASY,1061
2007,AFG,GRC,REF,174
2007,AFG,HKG,ASY,15
2007,AFG,HUN,ASY,19
2007,AFG,HUN,REF,2293
2007,AFG,IDN,ASY,36
2007,AFG,IDN,REF,147
2007,AFG,IND,ASY,2070
2007,AFG,IND,REF,27033
2007,AFG,IRL,ASY,118
2007,AFG,IRL,REF,106
2007,AFG,IRN,ASY,1934
2007,AFG,IRN,REF,1812142
2007,AFG,ITA,REF,1138
2007,AFG,JPN,ASY,10
2007,AFG,JPN,REF,112
2007,AFG,KAZ,ASY,15
2007,AFG,KAZ,REF,1212
2007,AFG,KGZ,ASY,1032
2007,AFG,KGZ,REF,831
2007,AFG,KWT,ASY,63
2007,AFG,KWT,REF,15
2007,AFG,LBN,ASY,18
2007,AFG,LBN,REF,27
2007,AFG,LKA,REF,15
2007,AFG,LTU,REF,113
2007,AFG,MDA,REF,36
2007,AFG,MLT,REF,8
2007,AFG,MYS,ASY,366
2007,AFG,MYS,REF,204
2007,AFG,NLD,REF,17296
2007,AFG,NOR,ASY,646
2007,AFG,NOR,REF,2925
2007,AFG,NZL,ASY,5
2007,AFG,NZL,REF,162
2007,AFG,PAK,ASY,2518
2007,AFG,PAK,REF,3807748
2007,AFG,POL,ASY,5
2007,AFG,POL,REF,76
2007,AFG,PRT,REF,6
2007,AFG,QAT,REF,120
2007,AFG,ROU,REF,274
2007,AFG,RUS,ASY,2072
2007,AFG,RUS,REF,1315
2007,AFG,SAU,ASY,27
2007,AFG,SVK,ASY,7
2007,AFG,SVK,REF,87
2007,AFG,SWE,ASY,624
2007,AFG,SWE,REF,2611
2007,AFG,SYR,ASY,1389
2007,AFG,SYR,REF,678
2007,AFG,THA,REF,15
2007,AFG,TJK,ASY,142
2007,AFG,TJK,REF,1202
2007,AFG,TKM,REF,255
2007,AFG,TUR,ASY,2103
2007,AFG,TUR,REF,636
2007,AFG,UKR,ASY,319
2007,AFG,UKR,REF,2342
2007,AFG,USA,ASY,73
2007,AFG,USA,REF,2365
2007,AFG,UZB,REF,1047
2007,AFG,ZAF,REF,18
2007,IRN,AFG,REF,114
2007,IRQ,AFG,REF,15
2008,AFG,AUS,ASY,28
2008,AFG,AUS,REF,4933
2008,AFG,AUT,ASY,2016
2008,AFG,AUT,REF,5387
2008,AFG,AZE,ASY,62
2008,AFG,AZE,OOC,1407
2008,AFG,AZE,REF,375
2008,AFG,BEL,REF,392
2008,AFG,BGR,ASY,487
2008,AFG,BGR,REF,2012
2008,AFG,BLR,ASY,87
2008,AFG,BLR,REF,1308
2008,AFG,BRA,REF,15
2008,AFG,CAN,ASY,1809
2008,AFG,CAN,REF,3147
2008,AFG,CHE,ASY,1746
2008,AFG,CHE,REF,4017
2008,AFG,CHL,REF,16
2008,AFG,CIV,REF,48
2008,AFG,CYP,ASY,75
2008,AFG,CYP,REF,6
2008,AFG,CZE,ASY,22
2008,AFG,CZE,REF,226
2008,AFG,DEU,ASY,1729
2008,AFG,DEU,OOC,1632
2008,AFG,DEU,REF,25108
2008,AFG,DNK,ASY,82
2008,AFG,DNK,REF,5214
2008,AFG,ECU,ASY,57
2008,AFG,ECU,REF,227
2008,AFG,EGY,REF,84
2008,AFG,ESP,REF,69
2008,AFG,EST,REF,18
2008,AFG,FIN,ASY,213
2008,AFG,FIN,REF,578
2008,AFG,FRA,REF,2690
2008,AFG,GBR,REF,23079
2008,AFG,GEO,REF,15
2008,AFG,GRC,ASY,1522
2008,AFG,GRC,REF,178
2008,AFG,HKG,ASY,18
2008,AFG,HUN,ASY,54
2008,AFG,HUN,REF,2110
2008,AFG,IDN,ASY,408
2008,AFG,IDN,REF,87
2008,AFG,IND,ASY,4983
2008,AFG,IND,REF,25323
2008,AFG,IRL,ASY,122
2008,AFG,IRL,REF,127
2008,AFG,IRN,ASY,4725
2008,AFG,IRN,REF,2806785
2008,AFG,ISL,ASY,15
2008,AFG,ITA,REF,2315
2008,AFG,JPN,ASY,11
2008,AFG,JPN,REF,112
2008,AFG,KAZ,ASY,56
2008,AFG,KAZ,REF,1479
2008,AFG,KGZ,ASY,1275
2008,AFG,KGZ,REF,801
2008,AFG,KWT,ASY,5385
2008,AFG,LBN,ASY,18
2008,AFG,LBN,REF,24
2008,AFG,LKA,ASY,15
2008,AFG,LKA,REF,15
2008,AFG,LTU,REF,97
2008,AFG,LVA,ASY,24
2008,AFG,MDA,REF,30
2008,AFG,MLT,REF,8
2008,AFG,MYS,ASY,1395
2008,AFG,MYS,REF,186
2008,AFG,NLD,REF,13477
2008,AFG,NOR,ASY,1839
2008,AFG,NOR,REF,3418
2008,AFG,NZL,ASY,5
2008,AFG,NZL,REF,167
2008,AFG,PAK,ASY,7605
2008,AFG,PAK,REF,3310020
2008,AFG,POL,ASY,5
2008,AFG,POL,REF,68
2008,AFG,PRT,REF,8
2008,AFG,ROU,REF,230
2008,AFG,RUS,ASY,841
2008,AFG,RUS,REF,2365
2008,AFG,SAU,ASY,15
2008,AFG,SVK,REF,112
2008,AFG,SVN,ASY,9
2008,AFG,SWE,ASY,604
2008,AFG,SWE,REF,2946
2008,AFG,SYR,ASY,867
2008,AFG,SYR,REF,1551
2008,AFG,TJK,ASY,41
2008,AFG,TJK,REF,1842
2008,AFG,TKM,REF,138
2008,AFG,TUR,ASY,8434
2008,AFG,TUR,REF,1041
2008,AFG,UKR,ASY,712
2008,AFG,UKR,REF,3468
2008,AFG,USA,ASY,63
2008,AFG,USA,REF,2101
2008,AFG,UZB,REF,2427
2008,AFG,ZAF,REF,18
2008,IRN,AFG,ASY,15
2008,IRN,AFG,REF,90
2008,IRQ,AFG,REF,21
2008,PAK,AFG,ASY,15
2009,AFG,ARE,REF,15
2009,AFG,AUS,ASY,54
2009,AFG,AUS,REF,5664
2009,AFG,AUT,ASY,2808
2009,AFG,AUT,REF,6401
2009,AFG,AZE,ASY,25
2009,AFG,AZE,OOC,1524
2009,AFG,AZE,REF,447
2009,AFG,BEL,REF,542
2009,AFG,BGR,ASY,504
2009,AFG,BGR,REF,2039
2009,AFG,BLR,ASY,173
2009,AFG,BLR,REF,1224
2009,AFG,BRA,REF,36
2009,AFG,CAN,ASY,2070
2009,AFG,CAN,REF,3015
2009,AFG,CHE,ASY,2607
2009,AFG,CHE,REF,4269
2009,AFG,CHN,REF,21
2009,AFG,CIV,REF,51
2009,AFG,CYM,ASY,15
2009,AFG,CYP,ASY,45
2009,AFG,CYP,REF,7
2009,AFG,CZE,ASY,10
2009,AFG,CZE,REF,222
2009,AFG,DEU,ASY,11673
2009,AFG,DEU,OOC,971
2009,AFG,DEU,REF,90960
2009,AFG,DNK,ASY,328
2009,AFG,DNK,REF,5026
2009,AFG,ECU,ASY,72
2009,AFG,ECU,REF,315
2009,AFG,ESP,REF,70
2009,AFG,EST,ASY,27
2009,AFG,EST,REF,18
2009,AFG,FIN,ASY,346
2009,AFG,FIN,REF,656
2009,AFG,FJI,ASY,15
2009,AFG,FRA,REF,1567
2009,AFG,GBR,REF,23658
2009,AFG,GRC,REF,148
2009,AFG,HKG,ASY,45
2009,AFG,HRV,ASY,27
2009,AFG,HRV,REF,15
2009,AFG,HUN,ASY,198
2009,AFG,HUN,REF,5721
2009,AFG,IDN,ASY,4233
2009,AFG,IDN,REF,660
2009,AFG,IND,ASY,4005
2009,AFG,IND,REF,25584
2009,AFG,IRL,ASY,55
2009,AFG,IRL,REF,149
2009,AFG,IRN,ASY,5154
2009,AFG,IRN,REF,3067482
2009,AFG,ISL,REF,15
2009,AFG,ITA,REF,3039
2009,AFG,JOR,ASY,60
2009,AFG,JOR,REF,15
2009,AFG,JPN,REF,114
2009,AFG,KAZ,ASY,20
2009,AFG,KAZ,REF,1287
2009,AFG,KGZ,ASY,954
2009,AFG,KGZ,REF,969
2009,AFG,KOR,ASY,27
2009,AFG,KWT,ASY,5400
2009,AFG,LBN,ASY,18
2009,AFG,LBN,REF,24
2009,AFG,LKA,ASY,5
2009,AFG,LTU,ASY,15
2009,AFG,LTU,REF,110
2009,AFG,LUX,ASY,11
2009,AFG,LVA,ASY,60
2009,AFG,LVA,REF,15
2009,AFG,MDA,ASY,21
2009,AFG,MDA,REF,27
2009,AFG,MLT,REF,8
2009,AFG,MYS,ASY,888
2009,AFG,MYS,REF,744
2009,AFG,NLD,ASY,1604
2009,AFG,NLD,REF,9383
2009,AFG,NOR,ASY,3251
2009,AFG,NOR,REF,4415
2009,AFG,NZL,ASY,5
2009,AFG,NZL,REF,169
2009,AFG,PAK,ASY,6567
2009,AFG,PAK,REF,3257167
2009,AFG,PAN,ASY,15
2009,AFG,POL,ASY,10
2009,AFG,POL,REF,67
2009,AFG,PRT,REF,7
2009,AFG,ROU,ASY,27
2009,AFG,ROU,REF,102
2009,AFG,RUS,ASY,646
2009,AFG,RUS,REF,2079
2009,AFG,SRB,ASY,45
2009,AFG,SVK,REF,101
2009,AFG,SVN,ASY,7
2009,AFG,SVN,REF,5
2009,AFG,SWE,ASY,1061
2009,AFG,SWE,REF,3637
2009,AFG,SYR,ASY,1401
2009,AFG,SYR,REF,2889
2009,AFG,TJK,ASY,1558
2009,AFG,TJK,REF,2735
2009,AFG,TKM,REF,87
2009,AFG,TUR,ASY,5688
2009,AFG,TUR,REF,3120
2009,AFG,UKR,ASY,1605
2009,AFG,UKR,REF,3717
2009,AFG,USA,ASY,60
2009,AFG,USA,REF,1711
2009,AFG,UZB,REF,1638
2009,AFG,ZAF,REF,18
2009,IRN,AFG,ASY,27
2009,IRN,AFG,REF,90
2009,IRQ,AFG,REF,18
2009,PAK,AFG,ASY,15
2010,AFG,AFG,OOC,2514750
2010,AFG,ARE,ASY,48
2010,AFG,ARE,REF,15
2010,AFG,AUS,ASY,68
2010,AFG,AUS,REF,5518
2010,AFG,AUT,ASY,2696
2010,AFG,AUT,REF,7359
2010,AFG,AZE,REF,2154
2010,AFG,BEL,REF,1002
2010,AFG,BGR,ASY,460
2010,AFG,BGR,REF,2048
2010,AFG,BIH,ASY,33
2010,AFG,BLR,ASY,165
2010,AFG,BLR,REF,1251
2010,AFG,BRA,REF,66
2010,AFG,CAN,ASY,1776
2010,AFG,CAN,REF,2727
2010,AFG,CHE,ASY,2769
2010,AFG,CHE,REF,5035
2010,AFG,CHL,REF,12
2010,AFG,CHN,REF,21
2010,AFG,COL,ASY,15
2010,AFG,CYM,ASY,15
2010,AFG,CYP,ASY,112
2010,AFG,CYP,REF,7
2010,AFG,CZE,ASY,14
2010,AFG,CZE,REF,224
2010,AFG,DEU,ASY,21072
2010,AFG,DEU,OOC,1073
2010,AFG,DEU,REF,91212
2010,AFG,DNK,ASY,974
2010,AFG,DNK,REF,4467
2010,AFG,ECU,ASY,72
2010,AFG,ECU,REF,342
2010,AFG,ESP,ASY,34
2010,AFG,ESP,REF,59
2010,AFG,EST,REF,36
2010,AFG,FIN,ASY,235
2010,AFG,FIN,REF,807
2010,AFG,FJI,ASY,15
2010,AFG,FRA,REF,3580
2010,AFG,GBR,REF,23406
2010,AFG,GEO,REF,15
2010,AFG,GRC,ASY,4552
2010,AFG,GRC,REF,96
2010,AFG,HKG,ASY,18
2010,AFG,HKG,REF,18
2010,AFG,HRV,ASY,48
2010,AFG,HRV,REF,15
2010,AFG,HUN,ASY,54
2010,AFG,HUN,REF,1767
2010,AFG,IDN,ASY,3621
2010,AFG,IDN,REF,777
2010,AFG,IND,ASY,669
2010,AFG,IND,REF,27282
2010,AFG,IRL,ASY,181
2010,AFG,IRL,REF,157
2010,AFG,IRN,ASY,4917
2010,AFG,IRN,REF,1027577
2010,AFG,ISL,REF,6
2010,AFG,ITA,ASY,608
2010,AFG,ITA,REF,3665
2010,AFG,JOR,ASY,108
2010,AFG,JOR,REF,45
2010,AFG,JPN,REF,108
2010,AFG,KAZ,ASY,22
2010,AFG,KAZ,REF,593
2010,AFG,KGZ,ASY,696
2010,AFG,KGZ,REF,1245
2010,AFG,KOR,ASY,48
2010,AFG,KOR,REF,21
2010,AFG,KWT,ASY,1984
2010,AFG,LBN,ASY,18
2010,AFG,LBN,REF,27
2010,AFG,LTU,REF,122
2010,AFG,LUX,ASY,16
2010,AFG,LVA,ASY,66
2010,AFG,LVA,REF,57
2010,AFG,MAR,REF,24
2010,AFG,MDA,ASY,24
2010,AFG,MDA,REF,39
2010,AFG,MKD,ASY,87
2010,AFG,MLT,REF,8
2010,AFG,MYS,ASY,228
2010,AFG,MYS,REF,1290
2010,AFG,NLD,ASY,3020
2010,AFG,NLD,REF,6731
2010,AFG,NOR,ASY,2249
2010,AFG,NOR,REF,5396
2010,AFG,NZL,ASY,12
2010,AFG,NZL,REF,172
2010,AFG,PAK,ASY,5838
2010,AFG,PAK,REF,5699526
2010,AFG,PAN,ASY,15
2010,AFG,POL,ASY,15
2010,AFG,POL,REF,76
2010,AFG,PRT,REF,6
2010,AFG,ROU,ASY,28
2010,AFG,ROU,REF,75
2010,AFG,RUS,ASY,597
2010,AFG,RUS,REF,1953
2010,AFG,SRB,ASY,300
2010,AFG,SVK,REF,249
2010,AFG,SVN,ASY,9
2010,AFG,SVN,REF,6
2010,AFG,SWE,ASY,1708
2010,AFG,SWE,REF,4150
2010,AFG,SYR,ASY,1611
2010,AFG,SYR,REF,4799
2010,AFG,TJK,ASY,1689
2010,AFG,TJK,REF,3222
2010,AFG,TKM,REF,90
2010,AFG,TUR,ASY,5868
2010,AFG,TUR,REF,4473
2010,AFG,UKR,ASY,2706
2010,AFG,UKR,REF,2678
2010,AFG,USA,ASY,46
2010,AFG,USA,REF,1364
2010,AFG,UZB,REF,912
2010,AFG,VEN,REF,15
2010,AFG,ZAF,REF,18
2010,IRN,AFG,ASY,53
2010,IRN,AFG,REF,90
2010,IRQ,AFG,REF,18
2010,PAK,AFG,ASY,27
2010,PAK,AFG,REF,6412
2011,AFG,AFG,OOC,2853501
2011,AFG,ARE,ASY,18
2011,AFG,AUS,ASY,124
2011,AFG,AUS,REF,4826
2011,AFG,AUT,ASY,4576
2011,AFG,AUT,REF,8636
2011,AFG,AZE,ASY,35
2011,AFG,AZE,REF,2118
2011,AFG,BEL,ASY,1765
2011,AFG,BEL,REF,1570
2011,AFG,BGR,ASY,531
2011,AFG,BGR,REF,2067
2011,AFG,BLR,ASY,108
2011,AFG,BLR,REF,1272
2011,AFG,BRA,REF,72
2011,AFG,CAN,ASY,1350
2011,AFG,CAN,REF,6513
2011,AFG,CHE,ASY,4107
2011,AFG,CHE,REF,5670
2011,AFG,CHL,REF,12
2011,AFG,CHN,REF,21
2011,AFG,CIV,REF,54
2011,AFG,COL,ASY,21
2011,AFG,CYP,ASY,115
2011,AFG,CYP,REF,7
2011,AFG,CZE,REF,224
2011,AFG,DEU,ASY,33261
2011,AFG,DEU,OOC,1358
2011,AFG,DEU,REF,91275
2011,AFG,DNK,ASY,160
2011,AFG,DNK,REF,3108
2011,AFG,DZA,ASY,15
2011,AFG,ECU,ASY,15
2011,AFG,ECU,REF,342
2011,AFG,EGY,ASY,15
2011,AFG,ESP,REF,62
2011,AFG,EST,REF,39
2011,AFG,FIN,ASY,280
2011,AFG,FIN,REF,948
2011,AFG,FJI,REF,15
2011,AFG,FRA,REF,4240
2011,AFG,GBR,ASY,1402
2011,AFG,GBR,REF,14424
2011,AFG,GRC,REF,208
2011,AFG,HKG,ASY,15
2011,AFG,HKG,REF,21
2011,AFG,HRV,ASY,153
2011,AFG,HRV,REF,48
2011,AFG,HUN,REF,1697
2011,AFG,IDN,ASY,4947
2011,AFG,IDN,REF,1428
2011,AFG,IND,ASY,1857
2011,AFG,IND,REF,27483
2011,AFG,IRL,ASY,209
2011,AFG,IRL,REF,170
2011,AFG,IRN,ASY,1263
2011,AFG,IRN,REF,840451
2011,AFG,ISL,ASY,15
2011,AFG,ISL,REF,18
2011,AFG,ITA,REF,4291
2011,AFG,JOR,ASY,36
2011,AFG,JOR,REF,45
2011,AFG,JPN,ASY,5
2011,AFG,JPN,REF,80
2011,AFG,KAZ,ASY,98
2011,AFG,KAZ,REF,1668
2011,AFG,KGZ,ASY,390
2011,AFG,KGZ,REF,1254
2011,AFG,KOR,ASY,195
2011,AFG,KOR,REF,27
2011,AFG,LBN,ASY,42
2011,AFG,LBN,REF,15
2011,AFG,LKA,ASY,18
2011,AFG,LTU,ASY,57
2011,AFG,LTU,REF,146
2011,AFG,LVA,ASY,14
2011,AFG,LVA,REF,64
2011,AFG,MAR,REF,24
2011,AFG,MDA,REF,63
2011,AFG,MEX,REF,5
2011,AFG,MKD,ASY,621
2011,AFG,MYS,ASY,285
2011,AFG,MYS,REF,1023
2011,AFG,NLD,ASY,1473
2011,AFG,NLD,REF,5697
2011,AFG,NOR,ASY,1678
2011,AFG,NOR,REF,5733
2011,AFG,NZL,ASY,15
2011,AFG,NZL,REF,44
2011,AFG,PAK,ASY,4629
2011,AFG,PAK,REF,5105835
2011,AFG,PAN,ASY,15
2011,AFG,POL,ASY,34
2011,AFG,POL,REF,68
2011,AFG,PRT,ASY,5
2011,AFG,PRT,REF,5
2011,AFG,ROU,ASY,71
2011,AFG,ROU,REF,91
2011,AFG,RUS,ASY,397
2011,AFG,RUS,REF,1687
2011,AFG,SAU,ASY,21
2011,AFG,SRB,ASY,522
2011,AFG,SVK,OOC,18
2011,AFG,SVK,REF,355
2011,AFG,SVN,ASY,79
2011,AFG,SVN,REF,8
2011,AFG,SWE,ASY,2204
2011,AFG,SWE,REF,6620
2011,AFG,SYR,ASY,504
2011,AFG,SYR,REF,5373
2011,AFG,TJK,ASY,2161
2011,AFG,TJK,REF,3420
2011,AFG,TKM,REF,93
2011,AFG,TUR,ASY,7185
2011,AFG,TUR,REF,8046
2011,AFG,UKR,ASY,3020
2011,AFG,UKR,REF,1603
2011,AFG,USA,ASY,107
2011,AFG,USA,REF,1103
2011,AFG,UZB,REF,633
2011,AFG,VEN,REF,15
2011,AFG,ZAF,REF,18
2011,IRN,AFG,ASY,75
2011,IRN,AFG,REF,102
2011,IRQ,AFG,REF,15
2011,PAK,AFG,ASY,81
2011,PAK,AFG,REF,3030
2012,AFG,AFG,OOC,2638128
2012,AFG,ARE,ASY,18
2012,AFG,AUS,ASY,1074
2012,AFG,AUS,REF,7192
2012,AFG,AUT,ASY,6203
2012,AFG,AUT,REF,10158
2012,AFG,AZE,ASY,126
2012,AFG,AZE,REF,1728
2012,AFG,BEL,ASY,1911
2012,AFG,BEL,REF,2534
2012,AFG,BGR,REF,368
2012,AFG,BLR,ASY,120
2012,AFG,BLR,REF,1227
2012,AFG,BRA,REF,84
2012,AFG,CAN,ASY,1233
2012,AFG,CAN,REF,3213
2012,AFG,CHE,ASY,6684
2012,AFG,CHE,REF,5598
2012,AFG,CHL,REF,12
2012,AFG,CHN,REF,21
2012,AFG,CIV,REF,39
2012,AFG,CYP,ASY,50
2012,AFG,CYP,REF,7
2012,AFG,CZE,ASY,14
2012,AFG,CZE,REF,482
2012,AFG,DEU,ASY,43071
2012,AFG,DEU,REF,95238
2012,AFG,DNK,ASY,361
2012,AFG,DNK,REF,2515
2012,AFG,ECU,ASY,15
2012,AFG,ECU,REF,339
2012,AFG,EGY,ASY,27
2012,AFG,ESP,ASY,35
2012,AFG,ESP,REF,92
2012,AFG,EST,REF,42
2012,AFG,FIN,ASY,155
2012,AFG,FIN,REF,1137
2012,AFG,FJI,ASY,21
2012,AFG,FRA,ASY,595
2012,AFG,FRA,REF,5180
2012,AFG,GBR,ASY,1262
2012,AFG,GBR,REF,9845
2012,AFG,GEO,REF,15
2012,AFG,GRC,REF,343
2012,AFG,HKG,ASY,15
2012,AFG,HKG,REF,21
2012,AFG,HRV,ASY,384
2012,AFG,HRV,REF,57
2012,AFG,HUN,REF,1131
2012,AFG,IDN,ASY,8985
2012,AFG,IDN,REF,2670
2012,AFG,IND,ASY,1713
2012,AFG,IND,REF,28899
2012,AFG,IRL,ASY,210
2012,AFG,IRL,REF,181
2012,AFG,IRN,ASY,39
2012,AFG,IRN,REF,880613
2012,AFG,IRQ,ASY,99
2012,AFG,ISL,ASY,23
2012,AFG,ISL,REF,18
2012,AFG,ITA,ASY,1162
2012,AFG,ITA,REF,5058
2012,AFG,JOR,ASY,36
2012,AFG,JOR,REF,36
2012,AFG,JPN,REF,68
2012,AFG,KAZ,ASY,105
2012,AFG,KAZ,REF,1575
2012,AFG,KGZ,ASY,450
2012,AFG,KGZ,REF,1131
2012,AFG,KOR,ASY,66
2012,AFG,KOR,REF,30
2012,AFG,LBN,ASY,48
2012,AFG,LBN,REF,36
2012,AFG,LKA,REF,15
2012,AFG,LTU,ASY,16
2012,AFG,LTU,REF,224
2012,AFG,LVA,ASY,15
2012,AFG,LVA,REF,70
2012,AFG,MDA,REF,42
2012,AFG,MEX,ASY,6
2012,AFG,MKD,ASY,648
2012,AFG,MNG,ASY,15
2012,AFG,MYS,ASY,345
2012,AFG,MYS,REF,1047
2012,AFG,NLD,ASY,1473
2012,AFG,NLD,REF,6126
2012,AFG,NOR,ASY,1916
2012,AFG,NOR,REF,5984
2012,AFG,NRU,ASY,198
2012,AFG,NZL,ASY,16
2012,AFG,NZL,REF,29
2012,AFG,PAK,ASY,9660
2012,AFG,PAK,REF,4913220
2012,AFG,PHL,REF,15
2012,AFG,PNG,ASY,13
2012,AFG,POL,ASY,72
2012,AFG,POL,REF,72
2012,AFG,PRT,ASY,5
2012,AFG,PRT,REF,6
2012,AFG,ROU,REF,173
2012,AFG,RUS,ASY,348
2012,AFG,RUS,OOC,1092
2012,AFG,RUS,REF,1300
2012,AFG,SAU,ASY,21
2012,AFG,SRB,ASY,243
2012,AFG,SVK,REF,387
2012,AFG,SVN,ASY,54
2012,AFG,SVN,REF,54
2012,AFG,SWE,ASY,2353
2012,AFG,SWE,REF,8454
2012,AFG,SYR,ASY,576
2012,AFG,SYR,REF,5211
2012,AFG,THA,ASY,24
2012,AFG,TJK,ASY,4051
