year,origin_location_code,asylum_location_code,population_group,population
2021,AFG,IND,REF,29034
2021,AFG,IRL,ASY,510
2021,AFG,IRL,REF,1647
2021,AFG,IRN,OOC,3676
2021,AFG,IRN,REF,2334162
2021,AFG,IRQ,ASY,288
2021,AFG,IRQ,REF,33
2021,AFG,ISL,ASY,18
2021,AFG,ISL,REF,179
2021,AFG,ITA,ASY,4750
2021,AFG,ITA,REF,15561
2021,AFG,JOR,ASY,30
2021,AFG,JOR,REF,24
2021,AFG,JPN,REF,84
2021,AFG,KAZ,ASY,861
2021,AFG,KAZ,REF,981
2021,AFG,KEN,ASY,15
2021,AFG,KEN,REF,36
2021,AFG,KGZ,ASY,927
2021,AFG,KGZ,REF,639
2021,AFG,KOR,ASY,59
2021,AFG,KOR,REF,46
2021,AFG,KWT,ASY,51
2021,AFG,LBN,ASY,33
2021,AFG,LBN,REF,72
2021,AFG,LBY,ASY,15
2021,AFG,LIE,REF,5
2021,AFG,LKA,ASY,81
2021,AFG,LKA,REF,339
2021,AFG,LTU,ASY,18
2021,AFG,LTU,REF,230
2021,AFG,LUX,ASY,200
2021,AFG,LUX,REF,427
2021,AFG,LVA,ASY,46
2021,AFG,LVA,REF,81
2021,AFG,MAR,ASY,15
2021,AFG,MAR,REF,36
2021,AFG,MDA,REF,36
2021,AFG,MDG,REF,60
2021,AFG,MEX,ASY,18
2021,AFG,MEX,REF,15
2021,AFG,MKD,OOC,15
2021,AFG,MKD,REF,24
2021,AFG,MLT,ASY,5
2021,AFG,MNE,ASY,15
2021,AFG,MNG,ASY,15
2021,AFG,MYS,ASY,3597
2021,AFG,MYS,REF,4812
2021,AFG,NGA,REF,15
2021,AFG,NLD,ASY,1658
2021,AFG,NLD,REF,6660
2021,AFG,NOR,ASY,302
2021,AFG,NOR,REF,3448
2021,AFG,NPL,ASY,36
2021,AFG,NPL,REF,156
2021,AFG,NRU,REF,84
2021,AFG,NZL,ASY,9
2021,AFG,NZL,REF,65
2021,AFG,PAK,ASY,39780
2021,AFG,PAK,OOC,36
2021,AFG,PAK,REF,4363644
2021,AFG,PAN,ASY,6
2021,AFG,PAN,REF,5
2021,AFG,PER,ASY,5
2021,AFG,PHL,ASY,15
2021,AFG,PHL,REF,27
2021,AFG,PNG,REF,90
2021,AFG,POL,ASY,610
2021,AFG,POL,REF,846
2021,AFG,PRT,ASY,594
2021,AFG,PRT,REF,121
2021,AFG,QAT,ASY,7
2021,AFG,ROU,ASY,1468
2021,AFG,ROU,REF,996
2021,AFG,RUS,ASY,193
2021,AFG,RUS,REF,921
2021,AFG,SAU,ASY,231
2021,AFG,SDN,OOC,15
2021,AFG,SRB,ASY,15
2021,AFG,SRB,OOC,1533
2021,AFG,SRB,REF,27
2021,AFG,SVK,ASY,23
2021,AFG,SVK,REF,319
2021,AFG,SVN,ASY,678
2021,AFG,SVN,REF,60
2021,AFG,SWE,ASY,3648
2021,AFG,SWE,REF,27562
2021,AFG,SYR,ASY,90
2021,AFG,SYR,REF,3357
2021,AFG,THA,ASY,15
2021,AFG,THA,REF,504
2021,AFG,TJK,ASY,3046
2021,AFG,TJK,REF,10719
2021,AFG,TKM,REF,30
2021,AFG,TUR,ASY,399186
2021,AFG,TUR,REF,7647
2021,AFG,UKR,ASY,2136
2021,AFG,UKR,REF,1780
2021,AFG,URY,ASY,18
2021,AFG,URY,REF,15
2021,AFG,USA,ASY,1212
2021,AFG,USA,REF,1649
2021,AFG,UZB,REF,13056
2021,AFG,VEN,REF,30
2021,AFG,ZAF,ASY,60
2021,AFG,ZAF,REF,15
2021,BGD,AFG,ASY,15
2021,IRN,AFG,ASY,75
2021,IRN,AFG,REF,114
2021,PAK,AFG,ASY,645
2021,PAK,AFG,REF,200733
2021,TJK,AFG,ASY,18
2022,AFG,AFG,HST,2635353
2022,AFG,AFG,OOC,266709
2022,AFG,ALB,OOC,24
2022,AFG,ALB,REF,42
2022,AFG,ARE,ASY,72
2022,AFG,ARE,REF,30
2022,AFG,ARG,ASY,33
2022,AFG,ARG,REF,33
2022,AFG,ARM,REF,9
2022,AFG,AUS,ASY,3503
2022,AFG,AUS,REF,7843
2022,AFG,AUT,ASY,14838
2022,AFG,AUT,REF,45282
2022,AFG,AZE,ASY,45
2022,AFG,AZE,REF,3483
2022,AFG,BEL,ASY,19400
2022,AFG,BEL,REF,12476
2022,AFG,BGD,REF,15
2022,AFG,BGR,ASY,6500
2022,AFG,BGR,REF,319
2022,AFG,BIH,ASY,15
2022,AFG,BIH,OOC,906
2022,AFG,BIH,REF,15
2022,AFG,BLR,ASY,102
2022,AFG,BLR,REF,354
2022,AFG,BRA,ASY,775
2022,AFG,BRA,REF,267
2022,AFG,CAN,ASY,2031
2022,AFG,CAN,REF,2961
2022,AFG,CHE,ASY,12240
2022,AFG,CHE,REF,40962
2022,AFG,CHL,ASY,681
2022,AFG,CHL,REF,57
2022,AFG,CHN,ASY,108
2022,AFG,CHN,REF,93
2022,AFG,COL,REF,27
2022,AFG,CUB,REF,36
2022,AFG,CYP,ASY,3342
2022,AFG,CYP,REF,43
2022,AFG,CZE,ASY,116
2022,AFG,CZE,REF,251
2022,AFG,DEU,ASY,104601
2022,AFG,DEU,REF,541876
2022,AFG,DNK,ASY,956
2022,AFG,DNK,REF,1625
2022,AFG,DOM,ASY,8
2022,AFG,ECU,REF,441
2022,AFG,EGY,ASY,1002
2022,AFG,EGY,REF,141
2022,AFG,ESP,ASY,2420
2022,AFG,ESP,REF,5480
2022,AFG,EST,REF,33
2022,AFG,FIN,ASY,820
2022,AFG,FIN,REF,3855
2022,AFG,FJI,ASY,24
2022,AFG,FJI,REF,15
2022,AFG,FRA,ASY,11130
2022,AFG,FRA,REF,127012
2022,AFG,GBR,ASY,13056
2022,AFG,GBR,REF,11265
2022,AFG,GEO,ASY,15
2022,AFG,GEO,REF,234
2022,AFG,GHA,ASY,15
2022,AFG,GHA,REF,30
2022,AFG,GRC,ASY,5558
2022,AFG,GRC,REF,35467
2022,AFG,GUY,ASY,15
2022,AFG,HKG,REF,33
2022,AFG,HRV,ASY,612
2022,AFG,HRV,OOC,22
2022,AFG,HRV,REF,198
2022,AFG,HUN,ASY,5
2022,AFG,HUN,REF,1452
2022,AFG,IDN,ASY,3357
2022,AFG,IDN,REF,17616
2022,AFG,IND,ASY,15543
2022,AFG,IND,REF,29574
2022,AFG,IRL,ASY,2238
2022,AFG,IRL,REF,2818
2022,AFG,IRN,REF,10239747
2022,AFG,IRQ,ASY,1905
2022,AFG,IRQ,OOC,15
2022,AFG,IRQ,REF,42
2022,AFG,ISL,ASY,9
2022,AFG,ISL,REF,227
2022,AFG,ITA,ASY,3836
2022,AFG,ITA,REF,18367
2022,AFG,JOR,ASY,24
2022,AFG,JOR,REF,24
2022,AFG,JPN,REF,570
2022,AFG,KAZ,ASY,705
2022,AFG,KAZ,REF,855
2022,AFG,KEN,ASY,120
2022,AFG,KEN,REF,54
2022,AFG,KGZ,ASY,972
2022,AFG,KGZ,REF,567
2022,AFG,KOR,ASY,90
2022,AFG,KOR,REF,50
2022,AFG,KWT,ASY,51
2022,AFG,LBN,ASY,33
2022,AFG,LBN,REF,99
2022,AFG,LBY,ASY,15
2022,AFG,LKA,REF,261
2022,AFG,LTU,ASY,9
2022,AFG,LTU,REF,265
2022,AFG,LUX,ASY,480
2022,AFG,LUX,REF,531
2022,AFG,LVA,ASY,30
2022,AFG,LVA,REF,207
2022,AFG,MAR,ASY,54
2022,AFG,MAR,REF,36
2022,AFG,MDA,ASY,5
2022,AFG,MDA,REF,40
2022,AFG,MDG,REF,48
2022,AFG,MEX,ASY,1614
2022,AFG,MEX,REF,18
2022,AFG,MLT,ASY,10
2022,AFG,MNE,OOC,59
2022,AFG,MNG,REF,15
2022,AFG,MYS,ASY,4596
2022,AFG,MYS,REF,5580
2022,AFG,NGA,REF,15
2022,AFG,NLD,ASY,1966
2022,AFG,NLD,REF,8415
2022,AFG,NOR,ASY,914
2022,AFG,NOR,REF,3041
2022,AFG,NPL,REF,156
2022,AFG,NRU,REF,15
2022,AFG,NZL,ASY,12
2022,AFG,NZL,REF,62
2022,AFG,PAK,ASY,114324
2022,AFG,PAK,OOC,99
2022,AFG,PAK,REF,4943685
2022,AFG,PAN,ASY,6
2022,AFG,PAN,REF,5
2022,AFG,PER,ASY,5
2022,AFG,PHL,REF,30
2022,AFG,PNG,REF,54
2022,AFG,POL,ASY,218
2022,AFG,POL,REF,919
2022,AFG,PRT,ASY,201
2022,AFG,PRT,REF,679
2022,AFG,PRY,ASY,45
2022,AFG,ROU,ASY,105
2022,AFG,ROU,REF,1260
2022,AFG,RUS,ASY,265
2022,AFG,RUS,REF,1324
2022,AFG,SDN,OOC,15
2022,AFG,SRB,OOC,733
2022,AFG,SRB,REF,33
2022,AFG,SVK,ASY,9
2022,AFG,SVK,REF,382
2022,AFG,SVN,ASY,42
2022,AFG,SVN,REF,67
2022,AFG,SWE,ASY,4104
2022,AFG,SWE,REF,26197
2022,AFG,SYR,ASY,201
2022,AFG,SYR,REF,3516
2022,AFG,THA,ASY,54
2022,AFG,THA,REF,384
2022,AFG,TJK,ASY,3243
2022,AFG,TJK,REF,25777
2022,AFG,TKM,REF,27
2022,AFG,TUN,ASY,15
2022,AFG,TUR,ASY,386439
2022,AFG,TUR,REF,10581
2022,AFG,UGA,REF,99
2022,AFG,UKR,ASY,63
2022,AFG,UKR,REF,3117
2022,AFG,URY,REF,18
2022,AFG,USA,ASY,13182
2022,AFG,USA,REF,9209
2022,AFG,UZB,REF,13038
2022,AFG,VEN,REF,30
2022,AFG,ZAF,ASY,39
2022,AFG,ZAF,REF,15
2022,AFG,ZMB,ASY,18
2022,BGD,AFG,ASY,15
2022,IRN,AFG,ASY,63
2022,IRN,AFG,REF,105
2022,PAK,AFG,ASY,558
2022,PAK,AFG,REF,156372
2022,TJK,AFG,ASY,18
2023,AFG,AFG,HST,4752471
2023,AFG,AFG,OOC,101136
2023,AFG,ALB,REF,5
2023,AFG,ARE,ASY,72
2023,AFG,ARE,REF,18
2023,AFG,ARG,ASY,30
2023,AFG,ARG,REF,57
2023,AFG,ARM,REF,9
2023,AFG,AUS,ASY,2677
2023,AFG,AUS,REF,4280
2023,AFG,AUT,ASY,9446
2023,AFG,AUT,REF,124368
2023,AFG,AZE,ASY,24
2023,AFG,AZE,REF,3363
2023,AFG,BEL,ASY,13850
2023,AFG,BEL,REF,17828
2023,AFG,BEN,ASY,36
2023,AFG,BGR,ASY,8358
2023,AFG,BGR,REF,876
2023,AFG,BIH,ASY,27
2023,AFG,BIH,OOC,437
2023,AFG,BIH,REF,27
2023,AFG,BLR,ASY,51
2023,AFG,BLR,REF,420
2023,AFG,BRA,ASY,105
2023,AFG,BRA,REF,13599
2023,AFG,CAN,ASY,2865
2023,AFG,CAN,REF,1897
2023,AFG,CHE,ASY,8529
2023,AFG,CHE,REF,55347
2023,AFG,CHL,ASY,210
2023,AFG,CHL,REF,468
2023,AFG,CHN,ASY,99
2023,AFG,CHN,REF,69
2023,AFG,COL,OOC,63
2023,AFG,COL,REF,7
2023,AFG,CUB,REF,27
2023,AFG,CYP,ASY,1535
2023,AFG,CYP,REF,163
2023,AFG,CZE,ASY,15
2023,AFG,CZE,REF,267
2023,AFG,DEU,ASY,134343
2023,AFG,DEU,REF,764509
2023,AFG,DNK,ASY,298
2023,AFG,DNK,REF,5916
2023,AFG,DOM,ASY,23
2023,AFG,DOM,REF,21
2023,AFG,ECU,REF,450
2023,AFG,EGY,ASY,1314
2023,AFG,EGY,REF,102
2023,AFG,ESP,ASY,2040
2023,AFG,ESP,REF,7462
2023,AFG,EST,ASY,5
2023,AFG,EST,REF,47
2023,AFG,ETH,ASY,15
2023,AFG,FIN,ASY,423
2023,AFG,FIN,REF,4116
2023,AFG,FJI,REF,15
2023,AFG,FRA,ASY,13321
2023,AFG,FRA,REF,158368
2023,AFG,GBR,ASY,11773
2023,AFG,GBR,REF,136128
2023,AFG,GEO,ASY,24
2023,AFG,GEO,REF,234
2023,AFG,GHA,ASY,15
2023,AFG,GHA,REF,66
2023,AFG,GMB,ASY,15
2023,AFG,GRC,ASY,7294
2023,AFG,GRC,REF,126903
2023,AFG,GUY,REF,21
2023,AFG,HKG,REF,36
2023,AFG,HRV,ASY,398
2023,AFG,HRV,OOC,32
2023,AFG,HRV,REF,198
2023,AFG,HUN,REF,2886
2023,AFG,IDN,ASY,2667
2023,AFG,IDN,REF,15270
2023,AFG,IND,ASY,6345
2023,AFG,IND,REF,30327
2023,AFG,IRL,ASY,3819
2023,AFG,IRL,REF,4585
2023,AFG,IRN,REF,11256951
2023,AFG,IRQ,ASY,4998
2023,AFG,IRQ,OOC,24
2023,AFG,IRQ,REF,63
2023,AFG,ISL,ASY,80
2023,AFG,ISL,REF,255
2023,AFG,ITA,ASY,4328
2023,AFG,ITA,REF,16825
2023,AFG,JOR,ASY,24
2023,AFG,JOR,REF,27
2023,AFG,JPN,REF,731
2023,AFG,KAZ,ASY,627
2023,AFG,KAZ,REF,546
2023,AFG,KEN,ASY,300
2023,AFG,KEN,REF,138
2023,AFG,KGZ,ASY,666
2023,AFG,KGZ,REF,528
2023,AFG,KOR,ASY,95
2023,AFG,KOR,REF,65
2023,AFG,KWT,ASY,51
2023,AFG,LBN,ASY,18
2023,AFG,LBN,REF,96
2023,AFG,LBY,ASY,15
2023,AFG,LKA,REF,159
2023,AFG,LTU,ASY,7
2023,AFG,LTU,REF,275
2023,AFG,LUX,ASY,520
2023,AFG,LUX,REF,616
2023,AFG,LVA,ASY,70
2023,AFG,LVA,REF,253
2023,AFG,MAR,ASY,27
2023,AFG,MAR,REF,21
2023,AFG,MDA,REF,16
2023,AFG,MDG,REF,15
2023,AFG,MEX,ASY,6669
2023,AFG,MEX,REF,33
2023,AFG,MKD,ASY,15
2023,AFG,MKD,OOC,9
2023,AFG,MLT,REF,5
2023,AFG,MNG,REF,15
2023,AFG,MYS,ASY,4182
2023,AFG,MYS,REF,4536
2023,AFG,NGA,REF,15
2023,AFG,NLD,ASY,1556
2023,AFG,NLD,REF,26919
2023,AFG,NOR,ASY,564
2023,AFG,NOR,REF,8592
2023,AFG,NPL,REF,102
2023,AFG,NZL,ASY,31
2023,AFG,NZL,REF,69
2023,AFG,OMN,REF,15
2023,AFG,PAK,ASY,184353
2023,AFG,PAK,OOC,147
2023,AFG,PAK,REF,5490225
2023,AFG,PAN,ASY,5
2023,AFG,PAN,REF,7
2023,AFG,PER,ASY,99
2023,AFG,PHL,ASY,18
2023,AFG,PHL,REF,42
2023,AFG,PNG,REF,27
2023,AFG,POL,ASY,309
2023,AFG,POL,REF,1078
2023,AFG,PRT,ASY,436
2023,AFG,PRT,REF,2757
2023,AFG,PRY,REF,45
2023,AFG,ROU,ASY,13
2023,AFG,ROU,REF,1203
2023,AFG,RUS,ASY,325
2023,AFG,RUS,REF,1233
2023,AFG,RWA,REF,42
2023,AFG,SDN,OOC,15
2023,AFG,SEN,ASY,15
2023,AFG,SRB,OOC,235
2023,AFG,SRB,REF,48
2023,AFG,SUR,ASY,5
2023,AFG,SVK,ASY,15
2023,AFG,SVK,REF,406
2023,AFG,SVN,ASY,25
2023,AFG,SVN,REF,71
2023,AFG,SWE,ASY,2382
2023,AFG,SWE,REF,66837
2023,AFG,SYR,ASY,564
2023,AFG,SYR,REF,3573
2023,AFG,THA,ASY,69
2023,AFG,THA,REF,357
2023,AFG,TJK,ASY,4146
2023,AFG,TJK,REF,21261
2023,AFG,TKM,REF,3627
2023,AFG,TUN,REF,15
2023,AFG,TUR,ASY,106241
2023,AFG,TUR,REF,12549
2023,AFG,UGA,ASY,168
2023,AFG,UGA,REF,336
2023,AFG,UKR,ASY,15
2023,AFG,UKR,REF,3051
2023,AFG,URY,REF,18
2023,AFG,USA,ASY,11411
2023,AFG,USA,REF,32348
2023,AFG,UZB,REF,9415
2023,AFG,VEN,REF,30
2023,AFG,ZAF,ASY,27
2023,AFG,ZAF,REF,15
2023,AFG,ZMB,ASY,21
2023,BGD,AFG,ASY,15
2023,IRN,AFG,ASY,108
2023,IRN,AFG,REF,105
2023,PAK,AFG,ASY,609
2023,PAK,AFG,REF,104373
2023,TJK,AFG,ASY,18
2024,AFG,AFG,HST,1800000
2024,AFG,AFG,OOC,218658
2024,AFG,ALB,REF,5
2024,AFG,ARE,ASY,33
2024,AFG,ARE,REF,15
2024,AFG,ARG,REF,84
2024,AFG,ARM,ASY,20
2024,AFG,ARM,REF,29
2024,AFG,AUS,ASY,1450
2024,AFG,AUS,REF,4885
2024,AFG,AUT,ASY,12924
2024,AFG,AUT,REF,134092
2024,AFG,AZE,OOC,54
2024,AFG,AZE,REF,3240
2024,AFG,BEL,ASY,11140
2024,AFG,BEL,REF,20629
2024,AFG,BEN,ASY,36
2024,AFG,BGD,REF,15
2024,AFG,BGR,ASY,1295
2024,AFG,BGR,REF,311
2024,AFG,BIH,ASY,33
2024,AFG,BIH,OOC,127
2024,AFG,BIH,REF,42
2024,AFG,BLR,ASY,18
2024,AFG,BLR,REF,231
2024,AFG,BRA,ASY,97
2024,AFG,BRA,REF,15748
2024,AFG,CAN,ASY,7752
2024,AFG,CAN,REF,10205
2024,AFG,CHE,ASY,4164
2024,AFG,CHE,REF,58477
2024,AFG,CHL,ASY,30
2024,AFG,CHL,REF,654
2024,AFG,CHN,ASY,72
2024,AFG,CHN,REF,81
2024,AFG,COL,REF,7
2024,AFG,CUB,REF,24
2024,AFG,CYP,ASY,1379
2024,AFG,CYP,REF,360
2024,AFG,CZE,REF,454
2024,AFG,DEU,ASY,133893
2024,AFG,DEU,REF,838376
2024,AFG,DNK,ASY,453
2024,AFG,DNK,REF,15512
2024,AFG,DOM,ASY,9
2024,AFG,ECU,ASY,18
2024,AFG,ECU,REF,204
2024,AFG,EGY,ASY,1224
2024,AFG,EGY,REF,135
2024,AFG,ESP,ASY,2865
2024,AFG,ESP,REF,13725
2024,AFG,EST,REF,124
2024,AFG,ETH,ASY,15
2024,AFG,FIN,ASY,777
2024,AFG,FIN,REF,11797
2024,AFG,FRA,ASY,8490
2024,AFG,FRA,REF,186964
2024,AFG,GBR,ASY,10999
2024,AFG,GBR,REF,102972
2024,AFG,GEO,ASY,27
2024,AFG,GEO,REF,228
2024,AFG,GHA,REF,81
2024,AFG,GIN,ASY,33
2024,AFG,GMB,REF,15
2024,AFG,GRC,ASY,12810
2024,AFG,GRC,REF,74910
2024,AFG,GUY,REF,21
2024,AFG,HKG,REF,39
2024,AFG,HRV,ASY,251
2024,AFG,HRV,OOC,10
2024,AFG,HRV,REF,204
2024,AFG,HUN,REF,2874
2024,AFG,IDN,ASY,2544
2024,AFG,IDN,REF,13050
2024,AFG,IND,ASY,3279
2024,AFG,IND,REF,26013
2024,AFG,IRL,ASY,3780
2024,AFG,IRL,REF,6729
2024,AFG,IRN,REF,10431246
2024,AFG,IRQ,ASY,9078
2024,AFG,IRQ,OOC,18
2024,AFG,IRQ,REF,66
2024,AFG,ISL,ASY,24
2024,AFG,ISL,REF,712
2024,AFG,ITA,ASY,7284
2024,AFG,ITA,REF,55353
2024,AFG,JOR,ASY,30
2024,AFG,JOR,REF,30
2024,AFG,JPN,REF,873
2024,AFG,KAZ,ASY,354
2024,AFG,KAZ,REF,606
2024,AFG,KEN,ASY,1116
2024,AFG,KEN,REF,261
2024,AFG,KGZ,ASY,531
2024,AFG,KGZ,REF,549
2024,AFG,KOR,ASY,98
2024,AFG,KOR,REF,79
2024,AFG,KWT,ASY,51
2024,AFG,LBN,ASY,33
2024,AFG,LBN,REF,99
2024,AFG,LBY,ASY,15
2024,AFG,LKA,REF,81
2024,AFG,LTU,ASY,5
2024,AFG,LTU,REF,278
2024,AFG,LUX,ASY,215
2024,AFG,LUX,REF,1511
2024,AFG,LVA,ASY,36
2024,AFG,LVA,REF,801
2024,AFG,MAR,ASY,72
2024,AFG,MAR,REF,39
2024,AFG,MDA,REF,17
2024,AFG,MEX,ASY,6537
2024,AFG,MEX,REF,36
2024,AFG,MKD,OOC,24
2024,AFG,MNG,ASY,15
2024,AFG,MNG,REF,18
2024,AFG,MYS,ASY,4665
2024,AFG,MYS,REF,3579
2024,AFG,NGA,REF,15
2024,AFG,NLD,ASY,2091
2024,AFG,NLD,REF,26004
2024,AFG,NOR,ASY,576
2024,AFG,NOR,REF,12358
2024,AFG,NPL,REF,102
2024,AFG,NZL,ASY,65
2024,AFG,NZL,REF,104
2024,AFG,OMN,REF,15
2024,AFG,PAK,ASY,595830
2024,AFG,PAK,OOC,1596440
2024,AFG,PAK,REF,4618242
2024,AFG,PAN,REF,7
2024,AFG,PER,ASY,117
2024,AFG,PHL,ASY,18
2024,AFG,PHL,REF,150
2024,AFG,PNG,REF,18
2024,AFG,POL,ASY,275
2024,AFG,POL,REF,893
2024,AFG,PRT,ASY,386
2024,AFG,PRT,REF,2738
2024,AFG,PRY,REF,45
2024,AFG,ROU,ASY,5
2024,AFG,ROU,REF,900
2024,AFG,RUS,ASY,179
2024,AFG,RUS,REF,996
2024,AFG,RWA,REF,183
2024,AFG,SDN,OOC,15
2024,AFG,SEN,ASY,15
2024,AFG,SRB,ASY,8
2024,AFG,SRB,OOC,118
2024,AFG,SRB,REF,237
2024,AFG,SSD,REF,15
2024,AFG,SUR,ASY,15
2024,AFG,SVK,ASY,14
2024,AFG,SVK,REF,423
2024,AFG,SVN,ASY,50
2024,AFG,SVN,REF,114
2024,AFG,SWE,ASY,936
2024,AFG,SWE,REF,73869
2024,AFG,SWZ,ASY,15
2024,AFG,SYR,ASY,540
2024,AFG,SYR,REF,3684
2024,AFG,TGO,ASY,21
2024,AFG,THA,ASY,273
2024,AFG,THA,REF,285
2024,AFG,TJK,ASY,9087
2024,AFG,TJK,REF,29706
2024,AFG,TKM,REF,3427
2024,AFG,TUN,REF,15
2024,AFG,TUR,ASY,69484
2024,AFG,TUR,REF,14145
2024,AFG,TZA,ASY,21
2024,AFG,UGA,ASY,243
2024,AFG,UGA,REF,702
2024,AFG,UKR,ASY,15
2024,AFG,UKR,REF,2736
2024,AFG,URY,REF,18
2024,AFG,USA,ASY,10897
2024,AFG,USA,REF,46137
2024,AFG,UZB,REF,8515
2024,AFG,VEN,REF,10
2024,AFG,ZAF,ASY,15
2024,AFG,ZAF,REF,15
2024,AFG,ZMB,ASY,21
2024,AFG,ZMB,REF,51
2024,BGD,AFG,ASY,15
2024,IND,AFG,ASY,15
2024,IRN,AFG,ASY,165
2024,IRN,AFG,REF,117
2024,PAK,AFG,ASY,897
2024,PAK,AFG,REF,62481
2024,TJK,AFG,ASY,18
